mac,endpoint_identity_group,oui,organization,description,desk,switch,port,site
10:E7:C6:BD:34:51,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037525,usnap-sw-29,Gi1/0/5,us-naperville
00:04:F2:17:87:B7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037526,usnap-sw-30,Gi1/0/1,us-naperville
10:E7:C6:79:69:3B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037526,usnap-sw-30,Gi1/0/1,us-naperville
00:04:F2:8C:CA:35,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037527,usnap-sw-30,Gi1/0/2,us-naperville
10:E7:C6:C9:0C:B5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037527,usnap-sw-30,Gi1/0/2,us-naperville
00:04:F2:16:E1:84,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037528,usnap-sw-30,Gi1/0/3,us-naperville
10:E7:C6:21:94:9D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037528,usnap-sw-30,Gi1/0/3,us-naperville
00:04:F2:2E:0F:65,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037529,usnap-sw-30,Gi1/0/4,us-naperville
10:E7:C6:C6:9A:06,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037529,usnap-sw-30,Gi1/0/4,us-naperville
00:04:F2:9B:AD:5C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037530,usnap-sw-30,Gi1/0/5,us-naperville
10:E7:C6:77:00:AF,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037530,usnap-sw-30,Gi1/0/5,us-naperville
00:04:F2:1A:B8:02,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037531,usnap-sw-31,Gi1/0/1,us-naperville
10:E7:C6:0C:55:F9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037531,usnap-sw-31,Gi1/0/1,us-naperville
00:04:F2:B4:51:3F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037532,usnap-sw-31,Gi1/0/2,us-naperville
10:E7:C6:55:42:CE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037532,usnap-sw-31,Gi1/0/2,us-naperville
00:04:F2:CC:E8:47,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037533,usnap-sw-31,Gi1/0/3,us-naperville
10:E7:C6:03:7D:22,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037533,usnap-sw-31,Gi1/0/3,us-naperville
00:04:F2:87:2D:27,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037534,usnap-sw-31,Gi1/0/4,us-naperville
10:E7:C6:2F:AD:35,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037534,usnap-sw-31,Gi1/0/4,us-naperville
00:04:F2:2F:58:C7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037535,usnap-sw-31,Gi1/0/5,us-naperville
10:E7:C6:74:72:C3,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037535,usnap-sw-31,Gi1/0/5,us-naperville
00:04:F2:31:1E:8F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037536,usnap-sw-32,Gi1/0/1,us-naperville
10:E7:C6:A4:BD:1D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037536,usnap-sw-32,Gi1/0/1,us-naperville
00:04:F2:CE:B7:04,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037537,usnap-sw-32,Gi1/0/2,us-naperville
10:E7:C6:E3:9C:0C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037537,usnap-sw-32,Gi1/0/2,us-naperville
00:04:F2:60:8E:57,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037538,usnap-sw-32,Gi1/0/3,us-naperville
10:E7:C6:1C:A8:81,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037538,usnap-sw-32,Gi1/0/3,us-naperville
00:04:F2:78:B9:3E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037539,usnap-sw-32,Gi1/0/4,us-naperville
10:E7:C6:39:75:39,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037539,usnap-sw-32,Gi1/0/4,us-naperville
00:04:F2:09:5C:01,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037540,usnap-sw-32,Gi1/0/5,us-naperville
10:E7:C6:9B:10:C0,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037540,usnap-sw-32,Gi1/0/5,us-naperville
00:04:F2:CB:AE:70,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037541,usnap-sw-33,Gi1/0/1,us-naperville
10:E7:C6:41:7D:11,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037541,usnap-sw-33,Gi1/0/1,us-naperville
00:04:F2:32:DC:8D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037542,usnap-sw-33,Gi1/0/2,us-naperville
10:E7:C6:F2:41:5C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037542,usnap-sw-33,Gi1/0/2,us-naperville
00:04:F2:EC:B7:65,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037543,usnap-sw-33,Gi1/0/3,us-naperville
10:E7:C6:8F:6F:A5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037543,usnap-sw-33,Gi1/0/3,us-naperville
00:04:F2:68:7F:66,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037544,usnap-sw-33,Gi1/0/4,us-naperville
10:E7:C6:D2:86:A6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037544,usnap-sw-33,Gi1/0/4,us-naperville
00:04:F2:99:E9:C6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037545,usnap-sw-33,Gi1/0/5,us-naperville
10:E7:C6:A7:06:38,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037545,usnap-sw-33,Gi1/0/5,us-naperville
00:04:F2:EC:E6:42,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037546,usnap-sw-34,Gi1/0/1,us-naperville
10:E7:C6:ED:4B:93,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037546,usnap-sw-34,Gi1/0/1,us-naperville
00:04:F2:29:26:B6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037547,usnap-sw-34,Gi1/0/2,us-naperville
10:E7:C6:96:4F:0B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037547,usnap-sw-34,Gi1/0/2,us-naperville
00:04:F2:3A:5C:9E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037548,usnap-sw-34,Gi1/0/3,us-naperville
10:E7:C6:27:91:87,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037548,usnap-sw-34,Gi1/0/3,us-naperville
00:04:F2:85:A2:87,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037549,usnap-sw-34,Gi1/0/4,us-naperville
10:E7:C6:C1:5E:78,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037549,usnap-sw-34,Gi1/0/4,us-naperville
00:04:F2:12:9A:04,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037550,usnap-sw-34,Gi1/0/5,us-naperville
10:E7:C6:D4:EF:94,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037550,usnap-sw-34,Gi1/0/5,us-naperville
00:04:F2:97:09:2C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037551,usnap-sw-35,Gi1/0/1,us-naperville
10:E7:C6:9C:2E:79,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037551,usnap-sw-35,Gi1/0/1,us-naperville
00:04:F2:24:D0:8D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037552,usnap-sw-35,Gi1/0/2,us-naperville
10:E7:C6:EA:A3:0F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037552,usnap-sw-35,Gi1/0/2,us-naperville
00:04:F2:DA:17:6F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037553,usnap-sw-35,Gi1/0/3,us-naperville
10:E7:C6:1D:E9:F6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037553,usnap-sw-35,Gi1/0/3,us-naperville
00:04:F2:01:65:A3,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037554,usnap-sw-35,Gi1/0/4,us-naperville
10:E7:C6:9B:75:9E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037554,usnap-sw-35,Gi1/0/4,us-naperville
00:04:F2:70:1A:4E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037555,usnap-sw-35,Gi1/0/5,us-naperville
10:E7:C6:A3:33:82,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037555,usnap-sw-35,Gi1/0/5,us-naperville
00:04:F2:36:18:36,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037556,usnap-sw-36,Gi1/0/1,us-naperville
10:E7:C6:0C:4E:42,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037556,usnap-sw-36,Gi1/0/1,us-naperville
00:04:F2:41:D7:CA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037557,usnap-sw-36,Gi1/0/2,us-naperville
10:E7:C6:BE:AE:6B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037557,usnap-sw-36,Gi1/0/2,us-naperville
00:04:F2:31:E9:2C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037558,usnap-sw-36,Gi1/0/3,us-naperville
10:E7:C6:90:F4:FC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037558,usnap-sw-36,Gi1/0/3,us-naperville
00:04:F2:AE:5E:F8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037559,usnap-sw-36,Gi1/0/4,us-naperville
10:E7:C6:95:B0:BD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037559,usnap-sw-36,Gi1/0/4,us-naperville
00:04:F2:98:31:A5,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037560,usnap-sw-36,Gi1/0/5,us-naperville
10:E7:C6:B5:73:83,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037560,usnap-sw-36,Gi1/0/5,us-naperville
00:04:F2:F6:97:46,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037561,usnewb-sw-01,Gi1/0/1,us-new-braunfels
10:E7:C6:7B:1B:5D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037561,usnewb-sw-01,Gi1/0/1,us-new-braunfels
00:04:F2:06:32:EB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037562,usnewb-sw-01,Gi1/0/2,us-new-braunfels
10:E7:C6:CA:2D:83,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037562,usnewb-sw-01,Gi1/0/2,us-new-braunfels
00:04:F2:3F:00:E4,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037563,usnewb-sw-01,Gi1/0/3,us-new-braunfels
10:E7:C6:B2:4D:A9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037563,usnewb-sw-01,Gi1/0/3,us-new-braunfels
00:04:F2:CF:71:8F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037564,usnewb-sw-01,Gi1/0/4,us-new-braunfels
10:E7:C6:D0:19:34,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037564,usnewb-sw-01,Gi1/0/4,us-new-braunfels
00:04:F2:89:0F:F2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037565,usnewb-sw-01,Gi1/0/5,us-new-braunfels
10:E7:C6:23:83:3B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037565,usnewb-sw-01,Gi1/0/5,us-new-braunfels
00:04:F2:E0:BD:9C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037566,usnewb-sw-02,Gi1/0/1,us-new-braunfels
10:E7:C6:FA:CB:0C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037566,usnewb-sw-02,Gi1/0/1,us-new-braunfels
00:04:F2:93:52:1C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037567,usnewb-sw-02,Gi1/0/2,us-new-braunfels
10:E7:C6:AC:EE:F2,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037567,usnewb-sw-02,Gi1/0/2,us-new-braunfels
00:04:F2:CA:1D:E9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037568,usnewb-sw-02,Gi1/0/3,us-new-braunfels
10:E7:C6:66:C0:F7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037568,usnewb-sw-02,Gi1/0/3,us-new-braunfels
00:04:F2:F5:F1:5C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037569,usnewb-sw-02,Gi1/0/4,us-new-braunfels
10:E7:C6:23:F6:E9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037569,usnewb-sw-02,Gi1/0/4,us-new-braunfels
00:04:F2:E3:24:EC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037570,usnewb-sw-02,Gi1/0/5,us-new-braunfels
10:E7:C6:10:6A:D9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037570,usnewb-sw-02,Gi1/0/5,us-new-braunfels
00:04:F2:CB:65:45,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037571,usnewb-sw-03,Gi1/0/1,us-new-braunfels
10:E7:C6:8C:87:17,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037571,usnewb-sw-03,Gi1/0/1,us-new-braunfels
00:04:F2:7C:D4:9E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037572,usnewb-sw-03,Gi1/0/2,us-new-braunfels
10:E7:C6:7A:3F:ED,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037572,usnewb-sw-03,Gi1/0/2,us-new-braunfels
00:04:F2:F3:0C:01,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037573,usnewb-sw-03,Gi1/0/3,us-new-braunfels
10:E7:C6:2C:E6:32,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037573,usnewb-sw-03,Gi1/0/3,us-new-braunfels
00:04:F2:61:EA:93,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037574,usnewb-sw-03,Gi1/0/4,us-new-braunfels
10:E7:C6:58:8E:FA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037574,usnewb-sw-03,Gi1/0/4,us-new-braunfels
00:04:F2:46:08:D4,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037575,usnewb-sw-03,Gi1/0/5,us-new-braunfels
10:E7:C6:C0:7D:87,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037575,usnewb-sw-03,Gi1/0/5,us-new-braunfels
00:04:F2:90:21:D5,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037576,usnewb-sw-04,Gi1/0/1,us-new-braunfels
10:E7:C6:B8:78:71,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037576,usnewb-sw-04,Gi1/0/1,us-new-braunfels
00:04:F2:8B:F1:D6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037577,usnewb-sw-04,Gi1/0/2,us-new-braunfels
10:E7:C6:40:AA:DA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037577,usnewb-sw-04,Gi1/0/2,us-new-braunfels
00:04:F2:A1:E5:26,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037578,usnewb-sw-04,Gi1/0/3,us-new-braunfels
10:E7:C6:02:E1:78,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037578,usnewb-sw-04,Gi1/0/3,us-new-braunfels
00:04:F2:99:B8:DE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037579,usnewb-sw-04,Gi1/0/4,us-new-braunfels
10:E7:C6:67:DD:0E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037579,usnewb-sw-04,Gi1/0/4,us-new-braunfels
00:04:F2:47:AD:5C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037580,usnewb-sw-04,Gi1/0/5,us-new-braunfels
10:E7:C6:D5:B4:51,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037580,usnewb-sw-04,Gi1/0/5,us-new-braunfels
00:04:F2:B6:AE:6A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037581,usnewb-sw-05,Gi1/0/1,us-new-braunfels
10:E7:C6:A2:0A:5F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037581,usnewb-sw-05,Gi1/0/1,us-new-braunfels
00:04:F2:3A:38:ED,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037582,usnewb-sw-05,Gi1/0/2,us-new-braunfels
10:E7:C6:B6:DF:AA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037582,usnewb-sw-05,Gi1/0/2,us-new-braunfels
00:04:F2:82:10:70,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037583,usnewb-sw-05,Gi1/0/3,us-new-braunfels
10:E7:C6:C7:AD:6C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037583,usnewb-sw-05,Gi1/0/3,us-new-braunfels
00:04:F2:0F:A3:B1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037584,usnewb-sw-05,Gi1/0/4,us-new-braunfels
10:E7:C6:0A:37:66,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037584,usnewb-sw-05,Gi1/0/4,us-new-braunfels
00:04:F2:ED:DA:46,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037585,usnewb-sw-05,Gi1/0/5,us-new-braunfels
10:E7:C6:62:D1:E6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037585,usnewb-sw-05,Gi1/0/5,us-new-braunfels
00:04:F2:A6:8E:59,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037586,usnewb-sw-06,Gi1/0/1,us-new-braunfels
10:E7:C6:7F:0C:1A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037586,usnewb-sw-06,Gi1/0/1,us-new-braunfels
00:04:F2:FE:AA:2F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037587,usnewb-sw-06,Gi1/0/2,us-new-braunfels
10:E7:C6:0D:5C:79,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037587,usnewb-sw-06,Gi1/0/2,us-new-braunfels
00:04:F2:F1:B0:96,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037588,usnewb-sw-06,Gi1/0/3,us-new-braunfels
10:E7:C6:C3:BF:92,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037588,usnewb-sw-06,Gi1/0/3,us-new-braunfels
00:04:F2:93:38:58,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037589,usnewb-sw-06,Gi1/0/4,us-new-braunfels
10:E7:C6:0D:70:07,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037589,usnewb-sw-06,Gi1/0/4,us-new-braunfels
00:04:F2:28:32:5E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037590,usnewb-sw-06,Gi1/0/5,us-new-braunfels
10:E7:C6:CC:6E:EF,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037590,usnewb-sw-06,Gi1/0/5,us-new-braunfels
00:04:F2:87:22:45,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037591,usnewb-sw-07,Gi1/0/1,us-new-braunfels
10:E7:C6:C1:A2:3A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037591,usnewb-sw-07,Gi1/0/1,us-new-braunfels
00:04:F2:57:45:8F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037592,usnewb-sw-07,Gi1/0/2,us-new-braunfels
10:E7:C6:87:1B:E3,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037592,usnewb-sw-07,Gi1/0/2,us-new-braunfels
00:04:F2:DD:FA:73,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037593,usnewb-sw-07,Gi1/0/3,us-new-braunfels
10:E7:C6:04:9E:1F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037593,usnewb-sw-07,Gi1/0/3,us-new-braunfels
00:04:F2:E6:8A:66,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037594,usnewb-sw-07,Gi1/0/4,us-new-braunfels
10:E7:C6:14:4F:D2,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037594,usnewb-sw-07,Gi1/0/4,us-new-braunfels
00:04:F2:DC:A0:33,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037595,usnewb-sw-07,Gi1/0/5,us-new-braunfels
10:E7:C6:31:17:34,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037595,usnewb-sw-07,Gi1/0/5,us-new-braunfels
00:04:F2:3C:DF:00,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037596,usnewb-sw-08,Gi1/0/1,us-new-braunfels
10:E7:C6:63:CF:ED,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037596,usnewb-sw-08,Gi1/0/1,us-new-braunfels
00:04:F2:2B:32:7F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037597,usnewb-sw-08,Gi1/0/2,us-new-braunfels
10:E7:C6:D2:6E:C9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037597,usnewb-sw-08,Gi1/0/2,us-new-braunfels
00:04:F2:CF:EF:E2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037598,usnewb-sw-08,Gi1/0/3,us-new-braunfels
10:E7:C6:B7:1E:50,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037598,usnewb-sw-08,Gi1/0/3,us-new-braunfels
00:04:F2:F2:A8:73,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037599,usnewb-sw-08,Gi1/0/4,us-new-braunfels
10:E7:C6:03:A1:75,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037599,usnewb-sw-08,Gi1/0/4,us-new-braunfels
00:04:F2:1E:0A:63,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037600,usnewb-sw-08,Gi1/0/5,us-new-braunfels
10:E7:C6:0E:6B:2A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037600,usnewb-sw-08,Gi1/0/5,us-new-braunfels
00:04:F2:5B:29:40,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037601,usnewb-sw-09,Gi1/0/1,us-new-braunfels
10:E7:C6:06:56:0E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037601,usnewb-sw-09,Gi1/0/1,us-new-braunfels
00:04:F2:42:6F:5D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037602,usnewb-sw-09,Gi1/0/2,us-new-braunfels
10:E7:C6:A1:44:EC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037602,usnewb-sw-09,Gi1/0/2,us-new-braunfels
00:04:F2:EC:14:D7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037603,usnewb-sw-09,Gi1/0/3,us-new-braunfels
10:E7:C6:90:14:63,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037603,usnewb-sw-09,Gi1/0/3,us-new-braunfels
00:04:F2:66:11:D7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037604,usnewb-sw-09,Gi1/0/4,us-new-braunfels
10:E7:C6:7B:7A:2D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037604,usnewb-sw-09,Gi1/0/4,us-new-braunfels
00:04:F2:70:38:19,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037605,usnewb-sw-09,Gi1/0/5,us-new-braunfels
10:E7:C6:6A:B6:7C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-037605,usnewb-sw-09,Gi1/0/5,us-new-braunfels
00:04:F2:4D:BE:DF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-037606,usnewb-sw-10,Gi1/0/1,us-new-braunfels
